Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
High,Rarely,Predictable,Low,Slight impact,Controlled,Managing,Moderate,Mentally drained,Clarify immediately,Occasionally,Feel stressed,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Noticeable
High,Almost daily,Mostly predictable,Moderate,Improve productivity,Busy,In control,Weak,Satisfied and clear,Delay starting,Rarely,Feel stressed,Often,Very comfortable,Clear,Occasional,Moderate,Mostly refreshed,Noticeable strain,Mild
High,Occasionally,Predictable,Low,Reduce productivity,Controlled,In control,Weak,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Rarely,Uncomfortable,Mostly clear,Frequent,Moderate,Fully refreshed,Noticeable strain,Mild
Well-balanced,Frequently,Predictable,Moderate,Reduce productivity,Busy,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Occasional,Low,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Slightly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Highly unpredictable,High,Slight impact,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Avoid dealing,Always,Very comfortable,Mostly clear,Rare,High,Not refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Slight impact,Busy,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Often,Comfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Mild
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Highly unpredictable,Moderate,Improve productivity,Busy,In control,Very weak,Slightly tired,Delay starting,Constantly,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Not refreshed,Comfortable,Noticeable
Slightly high,Rarely,Predictable,Low,Improve productivity,Controlled,In control,Weak,Mentally drained,Delay starting,Rarely,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Frequent,Very low,Fully refreshed,Comfortable,Mild
Slightly high,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Avoid it,Frequently,Adjust quickly,Always,Very comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Slightly refreshed,Slight discomfort,Noticeable
Slightly high,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Mentally drained,Clarify immediately,Occasionally,Adjust quickly,Often,Comfortable,Sometimes unclear,Constant,Low,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Occasionally,Predictable,Low,Reduce productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Uncomfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Frequently,Predictable,Low,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Sometimes unclear,Rare,Moderate,Fully refreshed,Slight discomfort,High
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Slightly refreshed,Noticeable strain,High
High,Occasionally,Sometimes unpredictable,Low,Improve productivity,Busy,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Often unclear,Rare,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Sometimes unpredictable,High,Reduce productivity,Chaotic,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Noticeable
Slightly high,Almost Daily,Mostly predictable,Low,Major disruption,Busy,In control,Weak,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Sometimes,Comfortable,Sometimes unclear,Frequent,High,Slightly refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,Low,Slight impact,Hectic,Overwhelmed,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Sometimes unclear,Occasional,Very low,Fully refreshed,Noticeable strain,High
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Avoid dealing,Always,Slightly uncomfortable,Sometimes unclear,Constant,Low,Mostly refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Clear,Rare,Low,Mostly refreshed,Noticeable strain,Mild
High,Rarely,Mostly predictable,Low,Improve productivity,Busy,Managing,Weak,Mentally drained,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Minimal
High,Almost daily,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Frequent,Very low,Fully refreshed,Uncomfortable,Minimal
High,Occasionally,Predictable,High,Slight impact,Controlled,In control,Weak,Slightly tired,Try to figure out,Rarely,Feel stressed,Always,Comfortable,Clear,Rare,Very low,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Sometimes unclear,Constant,Moderate,Not refreshed,Noticeable strain,Minimal
Slightly high,Frequently,Sometimes unpredictable,Moderate,Improve productivity,Busy,Struggling,Weak,Mentally drained,Clarify immediately,Occasionally,Feel stressed,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
High,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Constantly,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,High,Not refreshed,Slight discomfort,Mild
High,Frequently,Sometimes unpredictable,High,Slight impact,Controlled,Managing,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Predictable,High,Reduce productivity,Controlled,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Often,Very comfortable,Clear,Frequent,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Hectic,Managing,Moderate,Satisfied and clear,Avoid it,Frequently,Feel stressed,Sometimes,Very comfortable,Clear,Frequent,Moderate,Slightly refreshed,Uncomfortable,Mild
Well-balanced,Occasionally,Predictable,Moderate,Reduce productivity,Busy,Managing,Weak,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Mostly refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Mostly predictable,High,Reduce productivity,Busy,In control,Strong,Overwhelmed,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Frequent,High,Mostly refreshed,Slight discomfort,Noticeable
High,Occasionally,Predictable,No control,Improve productivity,Busy,In control,Weak,Slightly tired,Try to figure out,Rarely,Feel stressed,Always,Comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Predictable,Moderate,Major disruption,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Mostly predictable,No control,Reduce productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,High
Slightly high,Rarely,Sometimes unpredictable,No control,Improve productivity,Controlled,Managing,Weak,Slightly tired,Delay starting,Occasionally,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,Low,Slight impact,Busy,In control,Weak,Overwhelmed,Try to figure out,Occasionally,Analyze and fix,Always,Comfortable,Clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Noticeable
Well-balanced,Rarely,Sometimes unpredictable,Low,Slight impact,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Not refreshed,Uncomfortable,Minimal
High,Rarely,Mostly predictable,Moderate,Major disruption,Controlled,In control,Very weak,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Frequently,Predictable,Low,Slight impact,Controlled,Managing,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Frequently,Sometimes unpredictable,Moderate,Reduce productivity,Controlled,In control,Moderate,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Always,Uncomfortable,Mostly clear,Frequent,Moderate,Fully refreshed,Comfortable,High
High,Almost daily,Predictable,High,Improve productivity,Busy,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Uncomfortable,Mostly clear,Occasional,High,Mostly refreshed,Uncomfortable,Minimal
Very high,Frequently,Mostly predictable,Low,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Constantly,Feel stressed,Always,Slightly uncomfortable,Sometimes unclear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
High,Rarely,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Weak,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Often,Comfortable,Often unclear,Occasional,Very low,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Busy,Managing,Moderate,Mentally drained,Clarify immediately,Occasionally,Feel stressed,Rarely,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Occasionally,Predictable,Low,Slight impact,Controlled,In control,Strong,Slightly tired,Avoid it,Rarely,Feel stressed,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,Low,Improve productivity,Controlled,Managing,Moderate,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Slightly uncomfortable,Often unclear,Rare,Low,Fully refreshed,Uncomfortable,Noticeable
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Controlled,Struggling,Weak,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Sometimes,Very comfortable,Mostly clear,Constant,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,Low,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Occasionally,Mostly predictable,High,Reduce productivity,Controlled,Overwhelmed,Weak,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,Moderate,Improve productivity,Hectic,In control,Weak,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,Managing,Moderate,Satisfied and clear,Delay starting,Constantly,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,Moderate,Slightly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Low,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Feel stressed,Always,Slightly uncomfortable,Clear,Occasional,Moderate,Slightly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Uncomfortable,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Sometimes,Very comfortable,Sometimes unclear,Frequent,Low,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Frequently,Highly unpredictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Avoid dealing,Often,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,In control,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Often unclear,Occasional,High,Fully refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Low,Improve productivity,Controlled,Overwhelmed,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Often unclear,Frequent,Moderate,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,Low,Improve productivity,Controlled,In control,Moderate,Mentally drained,Delay starting,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Busy,In control,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Mostly refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,High,Reduce productivity,Busy,In control,Strong,Mentally drained,Try to figure out,Frequently,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Rarely,Mostly predictable,High,Major disruption,Controlled,Managing,Moderate,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Always,Comfortable,Clear,Occasional,Moderate,Slightly refreshed,Noticeable strain,Minimal
High,Occasionally,Predictable,Moderate,Improve productivity,Busy,In control,Weak,Mentally drained,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Very low,Mostly refreshed,Slight discomfort,Noticeable
Slightly high,Frequently,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Always,Uncomfortable,Often unclear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,Low,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Often,Very comfortable,Mostly clear,Constant,High,Not refreshed,Comfortable,Mild
Slightly high,Frequently,Predictable,Moderate,Slight impact,Busy,In control,Strong,Overwhelmed,Delay starting,Frequently,Feel stressed,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
