Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Well-balanced,Occasionally,Mostly predictable,High,Reduce productivity,Controlled,Struggling,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,High,Improve productivity,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Low,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Mostly clear,Rare,Low,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Sometimes unpredictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Often unclear,Occasional,High,Fully refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Often unclear,Occasional,Moderate,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Reduce productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Frequently,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Rarely,Mostly predictable,High,Major disruption,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Busy,In control,Weak,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Very low,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Often unclear,Frequent,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Constant,High,Not refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Overwhelmed,Try to figure out,Occasionally,Feel stressed,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
Slightly high,Frequently,Predictable,Moderate,Improve productivity,Controlled,Managing,Weak,Mentally drained,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Mostly predictable,High,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Always,Comfortable,Mostly clear,Occasional,High,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Mostly predictable,No control,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Busy,Managing,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Mild
High,Rarely,Sometimes unpredictable,Moderate,Reduce productivity,Controlled,Managing,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,No control,Improve productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Avoid dealing,Sometimes,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,No control,Slight impact,Busy,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,Low,Slight impact,Busy,Struggling,Weak,Slightly tired,Try to figure out,Rarely,Adjust quickly,Always,Comfortable,Clear,Constant,Moderate,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Hectic,In control,Strong,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Mostly predictable,Moderate,Reduce productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Feel stressed,Often,Comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Mostly predictable,High,Slight impact,Busy,In control,Moderate,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,In control,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Predictable,Low,Improve productivity,Hectic,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Feel stressed,Sometimes,Slightly uncomfortable,Clear,Constant,Moderate,Slightly refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Often,Comfortable,Sometimes unclear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Mostly predictable,Low,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Struggling,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Comfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Feel stressed,Always,Comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Slightly refreshed,Comfortable,Mild
Well-balanced,Rarely,Sometimes unpredictable,High,Slight impact,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Highly unpredictable,Moderate,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Mild
Slightly high,Rarely,Predictable,High,Improve productivity,Busy,In control,Strong,Overwhelmed,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Frequently,Feel stressed,Always,Slightly uncomfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Predictable,High,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Low,Not refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Comfortable,Mostly clear,Occasional,Low,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,Moderate,Mostly refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Highly unpredictable,Moderate,Slight impact,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly high,Frequently,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Weak,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Always,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Very high,Occasionally,Predictable,Low,Slight impact,Hectic,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Often,Comfortable,Mostly clear,Occasional,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Major disruption,Busy,Overwhelmed,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Very weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Uncomfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Frequently,Predictable,Moderate,Slight impact,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Often unclear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Slightly tired,Delay starting,Frequently,Analyze and fix,Sometimes,Comfortable,Clear,Frequent,High,Slightly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Slight impact,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Sometimes unpredictable,Low,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Avoid dealing,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Low,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Moderate,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Rarely,Comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Comfortable,Minimal
